Compound,A,B,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,In literature
TbRbO3,Tb,Rb,orthorhombic,not balanced,not balanced,1.1,0.84,1.52,1.2,0.82,2.557065458,2.825996661,-4.112714286,0.605399641,-,1.085714286,FALSE
EuUO3,Eu,U,cubic,2,4,1.48,1.06,0.89,1.2,1.38,2.675987786,2.0478,-2.894285714,0.889287131,4.112554496,0.635714286,FALSE
TeCoO3,Te,Co,cubic,2,4,0.97,0.77,0.53,2.1,1.88,2.393443528,1.930310969,-1.445214286,0.868312472,4.69753508,0.378571429,FALSE
SiDyO3,Si,Dy,cubic,not balanced,not balanced,0.4,0.4,0.99,1.9,1.22,2.082800509,2.255580699,-2.077928571,0.53254904,-,0.707142857,FALSE
CuRbO3,Cu,Rb,cubic,not balanced,not balanced,0.68,0.68,1.52,1.9,0.82,2.301547692,2.825996661,-3.339714286,0.503692502,-,1.085714286,FALSE
CaAuO3,Ca,Au,orthorhombic,element not in BV,element not in BV,1.34,1,0.93,1,2.54,2.648077507,2.31369847,-2.383714286,0.831533296,-,0.664285714,FALSE
MgZrO3,Mg,Zr,cubic,2,4,0.89,0.72,0.72,1.31,1.33,2.401380848,2.043777903,-2.102964286,0.76380874,9.607506661,0.514285714,FALSE
ErAgO3,Er,Ag,cubic,3,3,1.06,0.89,0.75,1.24,1.93,2.536253277,2.488353231,-2.082357143,0.809061712,5.122738301,0.535714286,FALSE
AcCuO3,Ac,Cu,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.68,1.1,1.9,0,2.005573846,-2.019714286,0.856687062,-,0.485714286,FALSE
LaSiO3,La,Si,cubic,3,3,1.36,1.03,0.4,1.1,1.9,2.689118757,1.783360927,-1.573714286,1.084230398,2.834862538,0.285714286,FALSE
HfKO3,Hf,K,orthorhombic,not balanced,not balanced,0.83,0.71,1.38,1.3,0.82,2.358736674,2.723507129,-3.526785714,0.567211555,-,0.985714286,FALSE
ZrZnO3,Zr,Zn,cubic,not balanced,not balanced,0.89,0.72,0.74,1.33,1.65,2.383420021,2.096140752,-2.03575,0.756670341,-,0.528571429,FALSE
FeRhO3,Fe,Rh,cubic,2,4,0.92,0.67,0.6,1.83,2.28,2.290643632,2.001424352,-1.463285714,0.820243866,5.507762171,0.428571429,FALSE
BVO3,B,V,cubic,1,5,0.27,0.27,0.54,2.04,1.63,1.891523329,1.758039163,-1.107964286,0.608695013,0.871245072,0.385714286,FALSE
BaCeO3,Ba,Ce,orthorhombic,2,4,1.61,1.35,0.87,0.89,1.12,2.942998888,2.268642439,-3.195178571,0.937617362,3.622472408,0.621428571,TRUE
TaCaO3,Ta,Ca,rhombohedral,not balanced,not balanced,0.74,0.68,1,1.5,1,2.293677806,2.318139449,-2.566285714,0.630503547,-,0.714285714,FALSE
CoAcO3,Co,Ac,rhombohedral,element not in BV,element not in BV,0.9,0.63,1.12,1.88,1.1,2.233562861,0,-2.752142857,0.645375237,-,0.8,FALSE
TcPaO3,Tc,Pa,cubic,element not in BV,element not in BV,0.6,0.6,0.91,1.9,1.5,0,0,-2.034214286,0.612213663,-,0.65,FALSE
ErPdO3,Er,Pd,cubic,not balanced,not balanced,1.06,0.89,0.75,1.24,2.2,2.536253277,2.04250519,-1.980142857,0.809061712,-,0.535714286,FALSE
GaTcO3,Ga,Tc,rhombohedral,element not in BV,element not in BV,0.62,0.62,0.6,1.81,1.9,2.233187797,0,-1.427428571,0.714177849,-,0.428571429,FALSE
VPdO3,V,Pd,cubic,2,4,0.79,0.64,0.62,1.63,2.2,2.062330776,2.04250519,-1.512357143,0.766615768,8.774966956,0.442857143,FALSE
TaTbO3,Ta,Tb,cubic,2,4,0.74,0.68,0.76,1.5,1.2,2.293677806,2.256932729,-2.052285714,0.700559496,-75.17988284,0.542857143,FALSE
TlHoO3,Tl,Ho,orthorhombic,not balanced,not balanced,1.7,1.2,0.9,1.62,1.23,2.531967494,2.25865608,-3.0325,0.953056966,-,0.642857143,FALSE
RePtO3,Re,Pt,cubic,element not in BV,element not in BV,0.57,0.57,0.67,1.9,2.28,2.33939643,2.64390067,-1.427785714,0.672947033,-,0.478571429,FALSE
SmInO3,Sm,In,cubic,not balanced,not balanced,1.24,0.96,0.8,1.17,1.78,2.611965458,2.147680955,-2.366571429,0.848528137,-,0.571428571,TRUE
YbWO3,Yb,W,orthorhombic,2,4,1.14,0.95,0.66,1.1,2.36,2.519261398,1.7456,-1.802142857,0.871869526,4.441924288,0.471428571,FALSE
TiErO3,Ti,Er,cubic,not balanced,not balanced,0.74,0.71,0.89,1.54,1.24,2.276501981,2.250676638,-2.278785714,0.660789743,-,0.635714286,FALSE
ReZnO3,Re,Zn,cubic,not balanced,not balanced,0.57,0.57,0.74,1.9,1.65,2.33939643,2.096140752,-1.680535714,0.650934747,-,0.528571429,FALSE
AgSrO3,Ag,Sr,orthorhombic,not balanced,not balanced,1.28,0.95,1.18,1.93,0.95,2.76145322,2.452968591,-3.224357143,0.734514021,-,0.842857143,FALSE
LaCrO3,La,Cr,orthorhombic,3,3,1.36,1.03,0.62,1.1,1.66,2.689118757,1.960053288,-2.144428571,0.966145899,1.635497257,0.442857143,TRUE
SrOsO3,Sr,Os,orthorhombic,element not in BV,element not in BV,1.44,1.18,0.57,0.95,2.2,2.768350558,1.954921624,-1.844892857,1.019382365,-,0.407142857,FALSE
VFeO3,V,Fe,cubic,2,4,0.79,0.64,0.59,1.63,1.83,2.062330776,1.999521816,-1.5605,0.778172789,7.546812888,0.421428571,FALSE
TcVO3,Tc,V,cubic,element not in BV,element not in BV,0.6,0.6,0.64,1.9,1.63,0,1.758039163,-1.526142857,0.693241942,-,0.457142857,FALSE
NdCoO3,Nd,Co,orthorhombic,3,3,1.27,0.98,0.61,1.14,1.88,2.617633987,1.930310969,-1.958071429,0.939291097,1.812454148,0.435714286,TRUE
LiRhO3,Li,Rh,orthorhombic,not balanced,not balanced,0.92,0.76,0.61,0.98,2.28,2.453211831,2.001424352,-1.6665,0.816163051,-,0.435714286,FALSE
IrBeO3,Ir,Be,cubic,4,2,0.63,0.63,0.45,2.2,1.57,2.311294958,1.803349248,-1.172892857,0.77590636,3.754386218,0.321428571,FALSE
CsHgO3,Cs,Hg,cubic,not balanced,not balanced,1.88,1.67,1.11,0.79,2,3.300175886,2.323654714,-3.381107143,0.924027985,-,0.792857143,FALSE
AlLaO3,Al,La,orthorhombic,3,3,0.54,0.54,1.03,1.61,1.1,2.186788809,2.376509378,-2.389892857,0.564521463,-10.07643733,0.735714286,FALSE
TaNpO3,Ta,Np,rhombohedral,element not in BV,element not in BV,0.74,0.68,0.86,1.5,1.36,2.293677806,0,-2.202142857,0.669561288,-,0.614285714,FALSE
PmRbO3,Pm,Rb,cubic,element not in BV,element not in BV,1.14,0.97,1.52,1.13,0.82,0,2.825996661,-4.188142857,0.615086036,-,1.085714286,FALSE
WSbO3,W,Sb,cubic,not balanced,not balanced,0.63,0.63,0.68,2.36,2.05,2.106036534,2.075848892,-1.410464286,0.690109022,-,0.485714286,FALSE
TmGeO3,Tm,Ge,cubic,2,4,1.09,0.96,0.53,1.25,2.01,2.411515774,1.899964183,-1.622357143,0.912277661,4.345931456,0.378571429,FALSE
BSmO3,B,Sm,cubic,not balanced,not balanced,0.27,0.27,0.96,2.04,1.17,1.891523329,2.311832729,-1.878321429,0.500367934,-,0.685714286,FALSE
DyPdO3,Dy,Pd,orthorhombic,2,4,1.19,0.99,0.62,1.22,2.2,2.550861398,2.04250519,-1.780285714,0.906636913,4.145754402,0.442857143,FALSE
ErPaO3,Er,Pa,cubic,element not in BV,element not in BV,1.06,0.89,0.91,1.24,1.5,2.536253277,0,-2.567428571,0.753022806,-,0.65,FALSE
LiIrO3,Li,Ir,rhombohedral,1,5,0.92,0.76,0.57,0.98,2.2,2.453211831,2.009082787,-1.6085,0.83273489,4.827582385,0.407142857,FALSE
Tb2O3,Tb,Tb,cubic,not balanced,not balanced,1.1,0.84,0.84,1.2,1.2,2.557065458,2.256932729,-2.584,0.789181675,-,0.6,FALSE
RuLaO3,Ru,La,orthorhombic,not balanced,not balanced,0.62,0.62,1.03,2.2,1.1,2.316806575,2.376509378,-2.239714286,0.587800699,-,0.735714286,FALSE
ZnPbO3,Zn,Pb,rhombohedral,2,4,0.9,0.74,0.78,1.65,2.33,2.375479066,2.362863567,-1.813714286,0.74603009,13.92120794,0.557142857,FALSE
GeAgO3,Ge,Ag,cubic,not balanced,not balanced,0.63,0.63,0.95,2.01,1.93,2.174450466,2.488353231,-1.992071429,0.6108199,-,0.678571429,FALSE
HgUO3,Hg,U,tetragonal,1,5,1.19,1.11,0.76,2,1.38,2.645968153,2.0478,-2.200071429,0.847873409,4.334129929,0.542857143,FALSE
BeCuO3,Be,Cu,cubic,not balanced,not balanced,0.45,0.45,0.68,1.57,1.9,2.178341873,2.005573846,-1.537071429,0.628917089,-,0.485714286,FALSE
CoTlO3,Co,Tl,rhombohedral,3,3,0.61,0.63,0.89,1.88,1.62,2.233562861,2.297683747,-1.985785714,0.62064831,-12.87001515,0.635714286,FALSE
SrAgO3,Sr,Ag,orthorhombic,not balanced,not balanced,1.44,1.18,0.95,0.95,1.93,2.768350558,2.488353231,-2.788535714,0.854546067,-,0.678571429,FALSE
ZrPdO3,Zr,Pd,cubic,not balanced,not balanced,0.89,0.72,0.75,1.33,2.2,2.383420021,2.04250519,-1.88075,0.753150944,-,0.535714286,FALSE
RhSiO3,Rh,Si,cubic,not balanced,not balanced,0.61,0.61,0.4,2.28,1.9,2.332748705,1.783360927,-0.992642857,0.789602572,-,0.285714286,FALSE
SnNiO3,Sn,Ni,cubic,2,4,0.81,0.69,0.48,1.96,1.91,2.342369243,2.103725488,-1.286035714,0.831226589,5.366761216,0.342857143,FALSE
HfRuO3,Hf,Ru,cubic,4,2,0.83,0.71,0.68,1.3,2.2,2.358736674,2.018753288,-1.722714286,0.758100059,10.55228586,0.485714286,FALSE
SrPbO3,Sr,Pb,orthorhombic,2,4,1.44,1.18,0.78,0.95,2.33,2.768350558,2.362863567,-2.222785714,0.921184981,3.817185863,0.557142857,TRUE
MgThO3,Mg,Th,cubic,2,4,0.89,0.72,0.94,1.31,1.3,2.401380848,2.246056043,-2.550142857,0.691997662,-37.15520504,0.671428571,FALSE
ScTlO3,Sc,Tl,orthorhombic,not balanced,not balanced,0.87,0.75,1.2,1.36,1.62,2.417029414,2.297683747,-2.931214286,0.617358613,-,0.857142857,FALSE
PmGdO3,Pm,Gd,cubic,element not in BV,element not in BV,1.14,0.97,0.94,1.13,1.2,0,2.28415608,-2.842357143,0.767543258,-,0.671428571,FALSE
NbZrO3,Nb,Zr,cubic,2,4,0.79,0.68,0.72,1.6,1.33,2.294004213,2.043777903,-1.953035714,0.730454647,21.59613064,0.514285714,FALSE
CrCuO3,Cr,Cu,cubic,5,1,0.57,0.58,0.77,1.66,1.9,2.258106575,2.005573846,-1.749,0.641935649,-35.4885433,0.55,FALSE
ThCsO3,Th,Cs,orthorhombic,not balanced,not balanced,1.21,0.94,1.67,1.3,0.79,2.582925572,3.009747218,-4.47325,0.601155928,-,1.192857143,FALSE
HgSiO3,Hg,Si,tetragonal,2,4,1.14,1.11,0.4,2,1.9,2.645968153,1.783360927,-1.324142857,0.997806236,4.942467893,0.285714286,FALSE
TbTiO3,Tb,Ti,orthorhombic,2,4,1.1,0.84,0.61,1.2,1.54,2.557065458,1.927848949,-1.983857143,0.879486046,4.411970718,0.435714286,TRUE
PuFeO3,Pu,Fe,orthorhombic,element not in BV,element not in BV,0.96,0.83,0.67,1.28,1.83,2.478196261,1.999521816,-1.892,0.80617005,-,0.478571429,FALSE
RbSnO3,Rb,Sn,cubic,not balanced,not balanced,1.72,1.52,0.69,0.82,1.96,3.112266446,2.052287148,-2.4025,1.055585243,-,0.492857143,FALSE
OsNpO3,Os,Np,cubic,element not in BV,element not in BV,0.57,0.57,0.86,2.2,1.36,2.30010892,0,-1.860857143,0.61637184,-,0.614285714,FALSE
WGdO3,W,Gd,cubic,3,3,0.66,0.63,0.94,2.36,1.2,2.106036534,2.28415608,-2.045428571,0.622495713,-13.46692927,0.671428571,FALSE
BaAcO3,Ba,Ac,orthorhombic,element not in BV,element not in BV,1.61,1.35,1.12,0.89,1.1,2.942998888,0,-3.7415,0.844599766,-,0.8,FALSE
SbHfO3,Sb,Hf,orthorhombic,not balanced,not balanced,0.68,0.68,0.71,2.05,1.3,2.361078957,2.027412322,-1.744464286,0.69705313,-,0.507142857,FALSE
CrInO3,Cr,In,cubic,not balanced,not balanced,0.57,0.58,0.8,1.66,1.78,2.258106575,2.147680955,-1.829357143,0.633181981,-,0.571428571,FALSE
TiTlO3,Ti,Tl,orthorhombic,not balanced,not balanced,0.74,0.71,1.2,1.54,1.62,2.276501981,2.297683747,-2.769571429,0.582003274,-,0.857142857,FALSE
KRhO3,K,Rh,tetragonal,not balanced,not balanced,1.64,1.38,0.61,0.82,2.28,3.025719299,2.001424352,-1.999642857,1.069455032,-,0.435714286,FALSE
RePdO3,Re,Pd,cubic,not balanced,not balanced,0.57,0.57,0.75,1.9,2.2,2.33939643,2.04250519,-1.586357143,0.647907144,-,0.535714286,FALSE
KTmO3,K,Tm,cubic,not balanced,not balanced,1.64,1.38,0.96,0.82,1.25,3.025719299,2.119700811,-3.360428571,0.910849413,-,0.685714286,FALSE
GeRuO3,Ge,Ru,cubic,2,4,0.73,0.63,0.62,2.01,2.2,2.174450466,2.018753288,-1.401642857,0.745612596,12.67617504,0.442857143,FALSE
PbHgO3,Pb,Hg,orthorhombic,not balanced,not balanced,1.49,0.99,1.11,2.33,2,2.659877134,2.323654714,-2.570035714,0.814158804,-,0.792857143,FALSE
BiNbO3,Bi,Nb,orthorhombic,1,5,1.38,0.9,0.64,2.02,1.6,2.514401896,1.955055241,-2.017714286,0.9636063,3.993763013,0.457142857,FALSE
CsMoO3,Cs,Mo,tetragonal,not balanced,not balanced,1.88,1.67,0.62,0.79,2.16,3.300175886,1.7893,-2.207928571,1.148173387,-,0.442857143,FALSE
SbRuO3,Sb,Ru,cubic,3,3,0.76,0.68,0.68,2.05,2.2,2.361078957,2.018753288,-1.509571429,0.734303196,23.20422277,0.485714286,FALSE
CaCdO3,Ca,Cd,orthorhombic,not balanced,not balanced,1.34,1,0.95,1,1.69,2.648077507,2.286435201,-2.8325,0.824456417,-,0.678571429,FALSE
GaAlO3,Ga,Al,cubic,3,3,0.62,0.62,0.54,1.81,1.61,2.233187797,1.892894405,-1.383,0.736265824,18.52517316,0.385714286,FALSE
RhReO3,Rh,Re,cubic,3,3,0.67,0.61,0.63,2.28,1.9,2.332748705,1.98797081,-1.4035,0.72103992,45.05109477,0.45,FALSE
TcSnO3,Tc,Sn,cubic,element not in BV,element not in BV,0.6,0.6,0.69,1.9,1.96,0,2.052287148,-1.544357143,0.676657207,-,0.492857143,FALSE
RhRbO3,Rh,Rb,orthorhombic,not balanced,not balanced,0.61,0.61,1.52,2.28,0.82,2.332748705,2.825996661,-3.067928571,0.486741312,-,1.085714286,FALSE
TmTaO3,Tm,Ta,cubic,2,4,1.09,0.96,0.68,1.25,1.5,2.411515774,1.956808277,-2.1225,0.846488406,4.853247805,0.485714286,FALSE
SnHoO3,Sn,Ho,cubic,3,3,0.81,0.69,0.9,1.96,1.23,2.342369243,2.25865608,-2.22075,0.679437385,-33.07074271,0.642857143,FALSE
ThNiO3,Th,Ni,orthorhombic,4,2,1.21,0.94,0.69,1.3,1.91,2.582925572,2.103725488,-2.03625,0.883037655,-1.482689667,0.492857143,FALSE
GaWO3,Ga,W,cubic,1,5,0.62,0.62,0.62,1.81,2.36,2.233187797,1.7456,-1.361785714,0.707106781,-,0.442857143,FALSE
CrSiO3,Cr,Si,cubic,2,4,0.8,0.58,0.4,1.66,1.9,2.258106575,1.783360927,-1.185714286,0.864241621,5.270780164,0.285714286,FALSE
HgNdO3,Hg,Nd,cubic,not balanced,not balanced,1.14,1.11,0.98,2,1.14,2.645968153,2.320966993,-2.644428571,0.754643372,-,0.7,FALSE
RbReO3,Rb,Re,cubic,1,5,1.72,1.52,0.58,0.82,1.9,3.112266446,1.98797081,-2.201285714,1.114228867,4.141830674,0.414285714,FALSE
CoCdO3,Co,Cd,rhombohedral,not balanced,not balanced,0.9,0.63,0.95,1.88,1.69,2.233562861,2.286435201,-2.258928571,0.692061956,-,0.678571429,FALSE
CsSbO3,Cs,Sb,tetragonal,1,5,1.88,1.67,0.6,0.79,2.05,3.300175886,2.075848892,-2.238285714,1.159655121,4.076823802,0.428571429,FALSE
TlNbO3,Tl,Nb,tetragonal,1,5,1.7,1.2,0.64,1.62,1.6,2.531967494,1.955055241,-2.319428571,1.074525011,3.906517559,0.457142857,FALSE
TlTeO3,Tl,Te,tetragonal,not balanced,not balanced,1.7,1.2,0.77,1.62,2.1,2.531967494,2.115491508,-2.260071429,1.010152545,-,0.55,FALSE
SmCeO3,Sm,Ce,cubic,2,4,1.32,0.96,0.87,1.17,1.12,2.611965458,2.268642439,-2.867892857,0.847282134,4.88798614,0.621428571,FALSE
SnScO3,Sn,Sc,cubic,3,3,0.81,0.69,0.75,1.96,1.36,2.342369243,2.074614707,-1.919571429,0.726839994,34.96588924,0.535714286,FALSE
SrRhO3,Sr,Rh,orthorhombic,2,4,1.44,1.18,0.6,0.95,2.28,2.768350558,2.001424352,-1.867285714,1.004091629,3.816110496,0.428571429,FALSE
WErO3,W,Er,cubic,3,3,0.66,0.63,0.89,2.36,1.24,2.106036534,2.250676638,-1.955285714,0.636087323,-14.86795562,0.635714286,FALSE
MoNbO3,Mo,Nb,cubic,4,2,0.65,0.62,0.72,2.16,1.6,2.079035521,1.955055241,-1.640857143,0.683758916,-49.36208415,0.514285714,FALSE
ZrTeO3,Zr,Te,cubic,not balanced,not balanced,0.89,0.72,0.77,1.33,2.1,2.383420021,2.115491508,-1.952178571,0.74620946,-,0.55,FALSE
RuBO3,Ru,B,cubic,3,3,0.68,0.62,0.27,2.2,2.04,2.316806575,1.624661665,-0.791285714,0.880707847,4.365107334,0.192857143,FALSE
GeMnO3,Ge,Mn,cubic,2,4,0.73,0.63,0.53,2.01,1.55,2.174450466,2.16999357,-1.414571429,0.780382095,7.245495609,0.378571429,FALSE
NpTeO3,Np,Te,cubic,element not in BV,element not in BV,0.98,0.86,0.77,1.36,2.1,0,2.115491508,-1.987,0.77553647,-,0.55,FALSE
MoEuO3,Mo,Eu,orthorhombic,3,3,0.69,0.62,0.95,2.16,1.2,2.079035521,2.354367494,-2.153428571,0.628873691,-14.34041571,0.678571429,FALSE
LaRhO3,La,Rh,orthorhombic,3,3,1.36,1.03,0.67,1.1,2.28,2.689118757,2.001424352,-1.9465,0.942809042,1.691073151,0.478571429,TRUE
KPbO3,K,Pb,orthorhombic,not balanced,not balanced,1.64,1.38,0.99,0.82,2.33,3.025719299,2.362863567,-2.792785714,0.899416157,-,0.707142857,FALSE
LiCdO3,Li,Cd,cubic,not balanced,not balanced,0.92,0.76,0.95,0.98,1.69,2.453211831,2.286435201,-2.576785714,0.698079886,-,0.678571429,FALSE
PtWO3,Pt,W,cubic,element not in BV,element not in BV,0.67,0.67,0.63,2.28,2.36,2.422516721,1.7456,-1.293428571,0.72103992,-,0.45,FALSE
ZnWO3,Zn,W,rhombohedral,2,4,0.9,0.74,0.66,1.65,2.36,2.375479066,1.7456,-1.579928571,0.789488154,6.914471484,0.471428571,FALSE
AcSmO3,Ac,Sm,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.96,1.1,1.17,0,2.311832729,-2.889714286,0.755046224,-,0.685714286,FALSE
TcNpO3,Tc,Np,cubic,element not in BV,element not in BV,0.6,0.6,0.86,1.9,1.36,0,0,-1.975285714,0.625758213,-,0.614285714,FALSE
CuTiO3,Cu,Ti,orthorhombic,2,4,0.73,0.68,0.61,1.9,1.54,2.301547692,1.927848949,-1.580285714,0.749322111,11.6226702,0.435714286,FALSE
YbGaO3,Yb,Ga,orthorhombic,3,3,1.04,0.95,0.62,1.1,1.81,2.519261398,1.974643898,-1.885285714,0.854128983,2.986812105,0.442857143,FALSE
CoLiO3,Co,Li,cubic,not balanced,not balanced,0.9,0.63,0.76,1.88,0.98,2.233562861,2.095547886,-2.147857143,0.752937776,-,0.542857143,FALSE
TlPtO3,Tl,Pt,orthorhombic,element not in BV,element not in BV,1.7,1.2,0.67,1.62,2.28,2.531967494,2.64390067,-1.962928571,1.058952184,-,0.478571429,FALSE
TmLuO3,Tm,Lu,cubic,not balanced,not balanced,1.05,0.96,0.86,1.25,1.27,2.411515774,2.209114963,-2.542964286,0.766553811,-,0.614285714,FALSE
PaSnO3,Pa,Sn,cubic,element not in BV,element not in BV,0.95,0.91,0.69,1.5,1.96,0,2.052287148,-1.827928571,0.795072218,-,0.492857143,FALSE
LaGdO3,La,Gd,cubic,3,3,1.36,1.03,0.94,1.1,1.2,2.689118757,2.28415608,-3.028428571,0.834023383,4.240564637,0.671428571,FALSE
ZrMoO3,Zr,Mo,cubic,1,5,0.89,0.72,0.61,1.33,2.16,2.383420021,1.7893,-1.615964286,0.805609218,5.157340323,0.435714286,FALSE
HoNpO3,Ho,Np,cubic,element not in BV,element not in BV,1.12,0.9,0.86,1.23,1.36,2.54631216,0,-2.567357143,0.788455349,-,0.614285714,FALSE
CsAgO3,Cs,Ag,cubic,not balanced,not balanced,1.88,1.67,0.95,0.79,1.93,3.300175886,2.488353231,-3.080107143,0.986940529,-,0.678571429,FALSE
YbTlO3,Yb,Tl,orthorhombic,3,3,1.04,0.95,0.89,1.1,1.62,2.519261398,2.297683747,-2.513214286,0.753423819,15.08035976,0.635714286,FALSE
NbThO3,Nb,Th,cubic,2,4,0.79,0.68,0.94,1.6,1.3,2.294004213,2.246056043,-2.376357143,0.661779423,-12.17920746,0.671428571,FALSE
OsMoO3,Os,Mo,cubic,element not in BV,element not in BV,0.57,0.57,0.62,2.2,2.16,2.30010892,1.7893,-1.296857143,0.689604138,-,0.442857143,FALSE
AcHfO3,Ac,Hf,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.71,1.1,1.3,0,2.027412322,-2.321642857,0.844506677,-,0.507142857,FALSE
BiPrO3,Bi,Pr,cubic,2,4,1.38,0.9,0.85,2.02,1.13,2.514401896,2.340791612,-2.613857143,0.873669712,4.347518069,0.607142857,FALSE
AgReO3,Ag,Re,cubic,1,5,1.28,0.95,0.58,1.93,1.9,2.76145322,1.98797081,-1.729357143,0.957094027,4.201731568,0.414285714,FALSE
SrMnO3,Sr,Mn,orthorhombic,2,4,1.44,1.18,0.53,0.95,1.55,2.768350558,2.16999357,-2.094464286,1.04050946,4.078073714,0.378571429,TRUE
LaNdO3,La,Nd,cubic,3,3,1.36,1.03,0.98,1.1,1.14,2.689118757,2.320966993,-3.140142857,0.820006183,5.133561661,0.7,FALSE
BaReO3,Ba,Re,cubic,2,4,1.61,1.35,0.63,0.89,1.9,2.942998888,1.98797081,-2.23325,1.048468676,3.669602059,0.45,FALSE
NdScO3,Nd,Sc,orthorhombic,3,3,1.27,0.98,0.75,1.14,1.36,2.617633987,2.074614707,-2.480928571,0.878127956,2.511644654,0.535714286,TRUE
DyReO3,Dy,Re,cubic,2,4,1.19,0.99,0.63,1.22,1.9,2.550861398,1.98797081,-1.928,0.902170721,4.162229303,0.45,FALSE
BaCdO3,Ba,Cd,orthorhombic,not balanced,not balanced,1.61,1.35,0.95,0.89,1.69,2.942998888,2.286435201,-3.038571429,0.905698473,-,0.678571429,FALSE
CoFeO3,Co,Fe,cubic,3,3,0.61,0.63,0.65,1.88,1.83,2.233562861,1.999521816,-1.511464286,0.693309576,-51.17356132,0.464285714,FALSE
TmRbO3,Tm,Rb,orthorhombic,not balanced,not balanced,1.05,0.96,1.52,1.25,0.82,2.411515774,2.825996661,-4.038785714,0.593291649,-,1.085714286,FALSE
WPrO3,W,Pr,cubic,3,3,0.66,0.63,0.99,2.36,1.13,2.106036534,2.340791612,-2.142642857,0.60947279,-12.51846551,0.707142857,FALSE
InTaO3,In,Ta,tetragonal,1,5,0.92,0.8,0.64,1.78,1.5,2.392361909,1.956808277,-1.803142857,0.804160653,5.148586357,0.457142857,FALSE
DyRbO3,Dy,Rb,orthorhombic,not balanced,not balanced,1.08,0.99,1.52,1.22,0.82,2.550861398,2.825996661,-4.083142857,0.600556444,-,1.085714286,FALSE
YbReO3,Yb,Re,orthorhombic,2,4,1.14,0.95,0.63,1.1,1.9,2.519261398,1.98797081,-1.9275,0.884754298,4.324513569,0.45,FALSE
GdCrO3,Gd,Cr,orthorhombic,3,3,1.11,0.94,0.62,1.2,1.66,2.57181216,1.960053288,-1.963357143,0.878632684,2.480259443,0.442857143,TRUE
MgYbO3,Mg,Yb,cubic,not balanced,not balanced,0.89,0.72,0.95,1.31,1.1,2.401380848,2.223980699,-2.633607143,0.689052991,-,0.678571429,FALSE
OsLuO3,Os,Lu,cubic,element not in BV,element not in BV,0.57,0.57,0.86,2.2,1.27,2.30010892,2.209114963,-1.879178571,0.61637184,-,0.614285714,FALSE
GdAsO3,Gd,As,cubic,3,3,1.11,0.94,0.58,1.2,2.18,2.57181216,1.932227032,-1.676071429,0.896382839,2.259106017,0.414285714,FALSE
TcYO3,Tc,Y,cubic,element not in BV,element not in BV,0.6,0.6,0.9,1.9,1.22,0,2.235124352,-2.076428571,0.614875462,-,0.642857143,FALSE
PaTaO3,Pa,Ta,cubic,element not in BV,element not in BV,0.95,0.91,0.68,1.5,1.5,0,1.956808277,-1.964785714,0.798894681,-,0.485714286,FALSE
ReBaO3,Re,Ba,rhombohedral,not balanced,not balanced,0.57,0.57,1.35,1.9,0.89,2.33939643,2.64009357,-2.920178571,0.506545585,-,0.964285714,FALSE
VYO3,V,Y,cubic,not balanced,not balanced,0.72,0.64,0.9,1.63,1.22,2.062330776,2.235124352,-2.258357143,0.65176799,-,0.642857143,FALSE
GeSiO3,Ge,Si,tetragonal,2,4,0.73,0.63,0.4,2.01,1.9,2.174450466,1.783360927,-1.097214286,0.836743024,5.567356093,0.285714286,FALSE
SrMoO3,Sr,Mo,orthorhombic,2,4,1.44,1.18,0.65,0.95,2.16,2.768350558,1.7893,-2.034892857,0.97960159,3.724155731,0.464285714,TRUE
NaOsO3,Na,Os,orthorhombic,element not in BV,element not in BV,1.39,1.02,0.57,0.93,2.2,2.759925005,1.954921624,-1.826821429,1.001435492,-,0.407142857,FALSE
SmPrO3,Sm,Pr,cubic,2,4,1.32,0.96,0.85,1.17,1.13,2.611965458,2.340791612,-2.822392857,0.854813531,4.703466077,0.607142857,FALSE
MnTeO3,Mn,Te,cubic,2,4,0.96,0.62,0.97,1.55,2.1,2.472898888,2.115491508,-2.305892857,0.704123208,-193.565301,0.692857143,FALSE
BaLuO3,Ba,Lu,orthorhombic,not balanced,not balanced,1.61,1.35,0.86,0.89,1.27,2.942998888,2.209114963,-3.087535714,0.941766111,-,0.614285714,FALSE
EuNaO3,Eu,Na,orthorhombic,not balanced,not balanced,1.48,1.06,1.02,1.2,0.93,2.675987786,2.425828064,-3.395857143,0.841515508,-,0.728571429,FALSE
NbYO3,Nb,Y,cubic,3,3,0.72,0.68,0.9,1.6,1.22,2.294004213,2.235124352,-2.268,0.65176799,-18.19985273,0.642857143,FALSE
ThPaO3,Th,Pa,cubic,element not in BV,element not in BV,1.21,0.94,0.91,1.3,1.5,2.582925572,0,-2.651857143,0.798938831,-,0.65,FALSE
NdCrO3,Nd,Cr,orthorhombic,3,3,1.27,0.98,0.62,1.14,1.66,2.617633987,1.960053288,-2.078357143,0.934641141,1.828091905,0.442857143,TRUE
